Tag ID,Tag Time,Eject Time (s),Hold Time (s),Retract Time (s),Detected During Retract
37,2026-03-24 14:43:05,2.0,10.0,2.0,No
37,2026-03-24 14:43:43,2.0,10.0,2.0,No
37,2026-03-24 14:44:18,2.0,10.0,2.0,No
37,2026-03-24 14:48:56,2.0,10.0,2.0,No
37,2026-03-24 14:49:38,2.0,10.0,2.0,No
37,2026-03-24 14:50:02,2.0,10.0,2.0,No
37,2026-03-24 14:52:35,2.0,10.0,2.0,No
37,2026-03-24 14:52:53,2.0,10.0,2.0,No
37,2026-03-24 14:54:17,2.0,10.0,2.0,No
37,2026-03-24 14:54:57,2.0,10.0,2.0,No
37,2026-03-24 14:59:01,3.0,10.0,2.0,No
37,2026-03-24 15:00:40,2.0,10.0,2.0,No
37,2026-03-24 15:01:00,2.0,10.0,2.0,No
37,2026-03-24 15:01:23,2.0,10.0,2.0,No
37,2026-03-24 15:02:53,2.0,10.0,2.0,No
37,2026-03-24 15:04:03,2.0,10.0,1.0,No
37,2026-03-24 15:04:16,0,0,0,Yes
37,2026-03-24 15:04:20,2.0,10.0,2.0,No
37,2026-03-24 15:05:32,2.0,10.0,2.0,No
37,2026-03-24 15:06:10,2.0,10.0,2.0,No
37,2026-03-24 15:06:33,2.0,10.0,2.0,No
37,2026-03-24 15:07:04,2.0,10.0,2.0,No
37,2026-03-24 15:08:28,2.0,10.0,2.0,No
37,2026-03-24 15:08:46,2.0,10.0,2.0,No
37,2026-03-24 15:13:57,2.0,10.0,2.0,No
37,2026-03-24 15:14:48,2.0,10.0,2.0,No
37,2026-03-24 15:24:45,3.0,10.0,2.0,No
37,2026-03-24 15:26:18,2.0,10.0,2.0,No
37,2026-03-24 15:29:01,2.0,10.0,2.0,No
37,2026-03-24 15:30:03,2.0,11.0,2.0,No
37,2026-03-24 15:31:34,2.0,10.0,2.0,No
37,2026-03-24 15:31:54,2.0,10.0,2.0,No
37,2026-03-24 15:32:31,2.0,10.0,2.0,No
37,2026-03-24 15:32:47,2.0,10.0,2.0,No
37,2026-03-24 15:33:14,2.0,10.0,2.0,No
37,2026-03-24 15:35:23,2.0,10.0,2.0,No
37,2026-03-24 15:36:13,2.0,10.0,2.0,No
37,2026-03-24 15:37:07,2.0,10.0,2.0,No
37,2026-03-24 15:37:40,2.0,10.0,2.0,No
37,2026-03-24 15:38:18,2.0,10.0,2.0,No
37,2026-03-24 15:38:37,2.0,10.0,2.0,No
37,2026-03-24 15:50:31,2.0,10.0,2.0,No
37,2026-03-24 15:51:49,2.0,10.0,2.0,No
37,2026-03-24 15:53:06,3.0,10.0,2.0,No
37,2026-03-24 15:55:31,2.0,10.0,2.0,No
37,2026-03-24 16:04:00,2.0,10.0,2.0,No
37,2026-03-24 16:05:29,2.0,10.0,0.0,No
37,2026-03-24 16:05:41,0,0,0,Yes
37,2026-03-24 16:05:44,2.0,10.0,2.0,No
37,2026-03-24 16:10:42,2.0,10.0,2.0,No
37,2026-03-24 16:36:39,2.0,10.0,2.0,No
37,2026-03-24 16:37:04,2.0,10.0,2.0,No
37,2026-03-24 16:37:26,2.0,10.0,2.0,No
37,2026-03-24 16:37:57,2.0,10.0,2.0,No
37,2026-03-24 16:38:49,2.0,10.0,2.0,No
37,2026-03-24 16:39:13,2.0,10.0,2.0,No
37,2026-03-24 16:40:34,2.0,10.0,2.0,No
37,2026-03-24 16:40:54,2.0,10.0,1.0,No
37,2026-03-24 16:41:07,0,0,0,Yes
37,2026-03-24 16:41:09,2.0,10.0,2.0,No
37,2026-03-24 16:41:24,2.0,10.0,2.0,No
37,2026-03-24 16:41:47,2.0,10.0,2.0,No
37,2026-03-24 16:42:51,2.0,10.0,2.0,No
37,2026-03-24 16:44:36,2.0,10.0,2.0,No
37,2026-03-24 16:45:54,2.0,10.0,2.0,No
37,2026-03-24 16:46:18,3.0,10.0,1.0,No
37,2026-03-24 16:46:32,0,0,0,Yes
37,2026-03-24 16:46:41,2.0,10.0,1.0,No
37,2026-03-24 16:46:54,0,0,0,Yes
37,2026-03-24 16:46:58,2.0,10.0,2.0,No
37,2026-03-24 16:47:12,0,0,0,Yes
37,2026-03-24 17:21:25,2.0,10.0,3.0,No
37,2026-03-24 17:23:15,2.0,10.0,2.0,No
37,2026-03-24 17:23:40,2.0,10.0,2.0,No
37,2026-03-24 17:24:52,2.0,10.0,2.0,No
37,2026-03-24 17:25:11,2.0,10.0,2.0,No
37,2026-03-24 17:25:27,2.0,10.0,2.0,No
37,2026-03-24 17:25:41,0,0,0,Yes
37,2026-03-24 17:25:59,3.0,10.0,2.0,No
37,2026-03-24 17:26:14,2.0,10.0,2.0,No
37,2026-03-24 17:26:53,3.0,10.0,2.0,No
37,2026-03-24 17:27:26,2.0,10.0,2.0,No
37,2026-03-24 17:27:40,0,0,0,Yes
37,2026-03-24 17:27:43,2.0,10.0,2.0,No
37,2026-03-24 17:28:14,2.0,10.0,2.0,No
37,2026-03-24 17:29:10,2.0,10.0,3.0,No
37,2026-03-24 17:29:53,2.0,10.0,2.0,No
37,2026-03-24 17:31:17,2.0,10.0,2.0,No
37,2026-03-24 17:31:49,2.0,11.0,2.0,No
37,2026-03-24 17:32:13,3.0,10.0,0.0,No
37,2026-03-24 17:32:26,0,0,0,Yes
37,2026-03-24 17:32:45,2.0,10.0,2.0,No
37,2026-03-24 17:33:36,3.0,10.0,2.0,No
37,2026-03-24 17:34:28,2.0,10.0,2.0,No
37,2026-03-24 17:36:32,2.0,10.0,2.0,No
37,2026-03-24 17:39:00,3.0,10.0,2.0,No
37,2026-03-24 17:39:18,3.0,10.0,2.0,No
37,2026-03-24 17:39:41,2.0,10.0,2.0,No
37,2026-03-24 17:40:42,2.0,10.0,0.0,No
37,2026-03-24 17:40:54,0,0,0,Yes
37,2026-03-24 17:41:41,2.0,10.0,2.0,No
37,2026-03-24 17:43:29,2.0,10.0,1.0,No
37,2026-03-24 17:43:42,0,0,0,Yes
37,2026-03-24 17:43:46,3.0,10.0,2.0,No
37,2026-03-24 17:44:38,2.0,10.0,2.0,No
37,2026-03-24 17:46:14,2.0,10.0,1.0,No
37,2026-03-24 17:46:27,0,0,0,Yes
37,2026-03-24 17:46:42,3.0,10.0,1.0,No
37,2026-03-24 17:46:56,0,0,0,Yes
37,2026-03-24 17:47:27,2.0,10.0,2.0,No
37,2026-03-24 17:48:01,2.0,10.0,2.0,No
37,2026-03-24 17:48:18,3.0,10.0,2.0,No
37,2026-03-24 17:48:33,2.0,10.0,2.0,No
37,2026-03-24 17:48:57,3.0,10.0,2.0,No
37,2026-03-24 17:49:26,2.0,10.0,2.0,No
37,2026-03-24 17:49:45,2.0,10.0,2.0,No
37,2026-03-24 17:50:01,2.0,10.0,2.0,No
37,2026-03-24 17:50:24,2.0,10.0,2.0,No
37,2026-03-24 17:50:38,2.0,10.0,2.0,No
37,2026-03-24 17:50:57,2.0,10.0,3.0,No
37,2026-03-24 17:51:17,2.0,10.0,2.0,No
37,2026-03-24 17:51:37,2.0,10.0,1.0,No
37,2026-03-24 17:51:50,0,0,0,Yes
37,2026-03-24 17:52:16,3.0,10.0,2.0,No
37,2026-03-24 17:52:41,2.0,10.0,2.0,No
37,2026-03-24 17:52:55,0,0,0,Yes
37,2026-03-24 17:52:58,2.0,10.0,2.0,No
37,2026-03-24 17:53:19,2.0,10.0,2.0,No
37,2026-03-24 17:53:33,0,0,0,Yes
37,2026-03-24 17:53:35,2.0,10.0,2.0,No
37,2026-03-24 17:54:29,2.0,10.0,2.0,No
37,2026-03-24 17:54:44,2.0,10.0,2.0,No
37,2026-03-24 17:55:06,2.0,10.0,2.0,No
37,2026-03-24 17:55:20,0,0,0,Yes
37,2026-03-24 17:55:32,2.0,10.0,2.0,No
37,2026-03-24 17:55:50,2.0,10.0,2.0,No
37,2026-03-24 17:56:16,2.0,10.0,3.0,No
37,2026-03-24 17:56:32,2.0,10.0,2.0,No
37,2026-03-24 17:57:13,3.0,10.0,1.0,No
37,2026-03-24 17:57:27,0,0,0,Yes
37,2026-03-24 17:57:30,2.0,10.0,2.0,No
37,2026-03-24 17:57:54,2.0,10.0,2.0,No
37,2026-03-24 17:58:14,3.0,10.0,0.0,No
37,2026-03-24 17:58:27,0,0,0,Yes
37,2026-03-24 17:58:37,3.0,10.0,2.0,No
37,2026-03-24 17:58:55,2.0,10.0,2.0,No
37,2026-03-24 17:59:10,2.0,10.0,3.0,No
37,2026-03-24 17:59:34,2.0,10.0,3.0,No
37,2026-03-24 17:59:52,2.0,10.0,2.0,No
37,2026-03-24 18:00:06,0,0,0,Yes
37,2026-03-24 18:00:08,2.0,10.0,2.0,No
37,2026-03-24 18:00:47,3.0,10.0,2.0,No
37,2026-03-24 18:01:14,2.0,10.0,2.0,No
37,2026-03-24 18:01:28,0,0,0,Yes
37,2026-03-24 18:01:29,2.0,10.0,2.0,No
37,2026-03-24 18:01:49,2.0,10.0,2.0,No
37,2026-03-24 18:02:09,2.0,10.0,3.0,No
37,2026-03-24 18:02:36,2.0,10.0,3.0,No
37,2026-03-24 18:02:57,2.0,10.0,2.0,No
37,2026-03-24 18:03:33,2.0,10.0,2.0,No
37,2026-03-24 18:04:28,2.0,10.0,1.0,No
37,2026-03-24 18:04:41,0,0,0,Yes
37,2026-03-24 18:04:44,2.0,10.0,3.0,No
37,2026-03-24 18:05:10,3.0,10.0,2.0,No
37,2026-03-24 18:05:28,2.0,10.0,3.0,No
37,2026-03-24 18:05:44,2.0,10.0,2.0,No
37,2026-03-24 18:06:01,3.0,10.0,2.0,No
37,2026-03-24 18:06:21,2.0,10.0,3.0,No
37,2026-03-24 18:06:59,2.0,10.0,2.0,No
37,2026-03-24 18:07:19,3.0,10.0,2.0,No
37,2026-03-24 18:07:52,3.0,10.0,2.0,No
37,2026-03-24 18:08:08,2.0,10.0,2.0,No
37,2026-03-24 18:08:30,2.0,10.0,3.0,No
37,2026-03-24 18:09:00,3.0,10.0,2.0,No
37,2026-03-24 18:09:23,2.0,10.0,2.0,No
37,2026-03-24 18:10:03,2.0,10.0,2.0,No
37,2026-03-24 18:10:25,2.0,10.0,3.0,No
37,2026-03-24 18:10:56,3.0,10.0,2.0,No
37,2026-03-24 18:11:50,3.0,10.0,2.0,No
37,2026-03-24 18:13:00,3.0,10.0,2.0,No
37,2026-03-24 18:13:21,3.0,10.0,2.0,No
37,2026-03-24 18:13:37,2.0,10.0,2.0,No
37,2026-03-24 18:14:47,3.0,10.0,2.0,No
37,2026-03-24 18:15:31,3.0,10.0,2.0,No
37,2026-03-24 18:23:38,2.0,10.0,2.0,No
37,2026-03-24 18:24:08,2.0,10.0,2.0,No
37,2026-03-24 18:24:36,3.0,10.0,2.0,No
37,2026-03-24 18:25:06,3.0,10.0,2.0,No
37,2026-03-24 18:25:56,2.0,10.0,2.0,No
37,2026-03-24 18:26:10,0,0,0,Yes
37,2026-03-24 18:26:13,2.0,10.0,2.0,No
37,2026-03-24 18:26:44,2.0,10.0,2.0,No
37,2026-03-24 18:27:52,2.0,10.0,2.0,No
37,2026-03-24 18:28:20,2.0,10.0,2.0,No
37,2026-03-24 18:33:59,2.0,10.0,2.0,No
37,2026-03-24 18:35:23,3.0,10.0,2.0,No
37,2026-03-24 18:36:38,2.0,10.0,2.0,No
37,2026-03-24 18:49:06,2.0,10.0,2.0,No
37,2026-03-24 18:49:50,2.0,10.0,2.0,No
37,2026-03-24 19:02:29,2.0,10.0,2.0,No
37,2026-03-24 20:25:54,2.0,10.0,2.0,No
37,2026-03-24 20:37:48,2.0,10.0,2.0,No
37,2026-03-24 20:39:13,2.0,10.0,2.0,No
37,2026-03-24 20:41:22,3.0,10.0,2.0,No
37,2026-03-24 20:41:43,1.0,10.0,1.0,No
37,2026-03-24 20:43:36,2.0,10.0,0.0,No
37,2026-03-24 20:43:55,1.0,10.0,0.0,No
37,2026-03-24 20:45:01,2.0,10.0,0.0,No
37,2026-03-24 20:45:29,2.0,10.0,1.0,No
37,2026-03-24 20:46:10,2.0,10.0,1.0,No
37,2026-03-24 20:46:35,2.0,10.0,1.0,No
37,2026-03-24 21:13:14,2.0,10.0,2.0,No
37,2026-03-24 22:13:31,2.0,10.0,2.0,No
37,2026-03-24 22:13:46,3.0,10.0,2.0,No
37,2026-03-24 22:14:14,3.0,10.0,2.0,No
37,2026-03-24 22:14:30,2.0,10.0,3.0,No
37,2026-03-24 22:16:19,3.0,10.0,2.0,No
37,2026-03-24 22:17:09,2.0,10.0,3.0,No
37,2026-03-24 22:17:24,2.0,10.0,2.0,No
37,2026-03-24 22:22:23,2.0,10.0,2.0,No
37,2026-03-24 22:22:48,2.0,10.0,2.0,No
37,2026-03-24 22:25:15,2.0,10.0,2.0,No
37,2026-03-24 22:28:34,3.0,10.0,2.0,No
37,2026-03-24 22:32:04,2.0,10.0,2.0,No
37,2026-03-24 22:32:19,2.0,10.0,3.0,No
37,2026-03-24 22:32:38,3.0,9.0,3.0,No
37,2026-03-24 22:35:28,2.0,10.0,2.0,No
37,2026-03-25 06:50:05,2.0,10.0,3.0,No
37,2026-03-25 06:50:29,3.0,10.0,2.0,No
37,2026-03-25 06:50:44,0,0,0,Yes
37,2026-03-25 06:50:46,2.0,10.0,2.0,No
37,2026-03-25 06:52:09,2.0,10.0,2.0,No
37,2026-03-25 06:52:28,2.0,10.0,2.0,No
37,2026-03-25 06:52:42,0,0,0,Yes
37,2026-03-25 06:52:44,2.0,10.0,3.0,No
37,2026-03-25 06:53:58,2.0,10.0,2.0,No
37,2026-03-25 07:27:06,2.0,10.0,2.0,No
37,2026-03-25 07:27:26,2.0,10.0,2.0,No
37,2026-03-25 07:27:40,0,0,0,Yes
37,2026-03-25 07:28:13,3.0,10.0,2.0,No
37,2026-03-25 07:29:45,3.0,10.0,2.0,No
37,2026-03-25 07:30:23,2.0,10.0,2.0,No
37,2026-03-25 07:37:33,2.0,10.0,3.0,No
37,2026-03-25 07:49:36,3.0,10.0,2.0,No
37,2026-03-25 07:50:36,2.0,10.0,3.0,No
37,2026-03-25 07:51:12,3.0,10.0,2.0,No
37,2026-03-25 07:58:04,2.0,10.0,3.0,No
37,2026-03-25 08:10:45,2.0,10.0,3.0,No
37,2026-03-25 08:11:01,2.0,10.0,2.0,No
37,2026-03-25 08:11:52,3.0,10.0,2.0,No
37,2026-03-25 08:12:25,3.0,10.0,2.0,No
37,2026-03-25 08:12:44,2.0,10.0,3.0,No
37,2026-03-25 08:13:23,2.0,10.0,1.0,No
37,2026-03-25 08:13:36,0,0,0,Yes
37,2026-03-25 08:13:39,2.0,11.0,0.0,No
37,2026-03-25 08:13:52,0,0,0,Yes
37,2026-03-25 08:13:55,2.0,10.0,2.0,No
37,2026-03-25 08:14:24,2.0,10.0,2.0,No
37,2026-03-25 08:14:41,2.0,10.0,3.0,No
37,2026-03-25 08:15:16,3.0,10.0,2.0,No
37,2026-03-25 09:17:24,2.0,10.0,3.0,No
37,2026-03-25 09:17:48,2.0,10.0,3.0,No
37,2026-03-25 10:02:37,3.0,10.0,2.0,No
37,2026-03-25 10:04:33,2.0,10.0,3.0,No
37,2026-03-25 10:05:33,3.0,10.0,2.0,No
37,2026-03-25 10:05:53,2.0,10.0,2.0,No
37,2026-03-25 10:18:26,2.0,10.0,3.0,No
37,2026-03-25 10:19:18,2.0,10.0,2.0,No
37,2026-03-25 10:24:22,2.0,10.0,3.0,No
37,2026-03-25 10:31:17,3.0,10.0,2.0,No
37,2026-03-25 10:47:43,3.0,10.0,2.0,No
37,2026-03-25 10:49:15,2.0,10.0,3.0,No
37,2026-03-25 10:50:44,3.0,10.0,2.0,No
37,2026-03-25 10:53:36,3.0,10.0,2.0,No
37,2026-03-25 10:55:26,2.0,10.0,3.0,No
37,2026-03-25 11:17:46,3.0,10.0,2.0,No
37,2026-03-25 11:18:22,2.0,10.0,2.0,No
37,2026-03-25 11:19:21,2.0,10.0,1.0,No
37,2026-03-25 11:19:34,0,0,0,Yes
37,2026-03-25 11:19:51,3.0,10.0,2.0,No
37,2026-03-25 11:20:06,0,0,0,Yes
37,2026-03-25 11:20:09,2.0,10.0,2.0,No
37,2026-03-25 11:20:36,2.0,10.0,3.0,No
37,2026-03-25 11:21:11,2.0,10.0,3.0,No
37,2026-03-25 11:21:37,3.0,10.0,2.0,No
37,2026-03-25 11:22:02,2.0,10.0,2.0,No
37,2026-03-25 11:23:05,3.0,10.0,2.0,No
37,2026-03-25 11:24:18,3.0,10.0,0.0,No
37,2026-03-25 11:24:31,0,0,0,Yes
37,2026-03-25 11:24:34,2.0,10.0,2.0,No
37,2026-03-25 11:24:57,2.0,10.0,1.0,No
37,2026-03-25 11:25:10,0,0,0,Yes
37,2026-03-25 11:25:39,2.0,10.0,3.0,No
37,2026-03-25 11:26:12,3.0,10.0,2.0,No
37,2026-03-25 11:28:39,2.0,10.0,3.0,No
37,2026-03-25 12:05:45,3.0,10.0,2.0,No
37,2026-03-25 12:21:08,2.0,10.0,2.0,No
37,2026-03-25 12:21:26,2.0,10.0,1.0,No
37,2026-03-25 12:21:39,0,0,0,Yes
37,2026-03-25 12:22:03,2.0,10.0,3.0,No
37,2026-03-25 12:22:19,2.0,10.0,3.0,No
37,2026-03-25 12:22:39,2.0,10.0,3.0,No
37,2026-03-25 12:23:00,2.0,10.0,2.0,No
37,2026-03-25 12:23:17,2.0,10.0,3.0,No
37,2026-03-25 12:24:03,2.0,10.0,3.0,No
37,2026-03-25 12:27:08,2.0,10.0,2.0,No
37,2026-03-25 12:28:03,3.0,10.0,2.0,No
37,2026-03-25 12:31:43,3.0,10.0,2.0,No
37,2026-03-25 12:35:36,2.0,10.0,2.0,No
37,2026-03-25 12:36:23,3.0,10.0,2.0,No
37,2026-03-25 12:38:26,3.0,10.0,2.0,No
37,2026-03-25 12:53:32,3.0,10.0,2.0,No
37,2026-03-25 12:53:48,2.0,10.0,3.0,No
37,2026-03-25 13:00:54,2.0,10.0,3.0,No
37,2026-03-25 13:01:11,3.0,10.0,2.0,No
37,2026-03-25 13:01:50,3.0,10.0,2.0,No
37,2026-03-25 13:02:07,2.0,10.0,3.0,No
37,2026-03-25 13:03:17,3.0,10.0,2.0,No
37,2026-03-25 13:04:46,3.0,10.0,2.0,No
37,2026-03-25 13:06:02,3.0,10.0,2.0,No
37,2026-03-25 13:06:52,2.0,10.0,2.0,No
37,2026-03-25 13:10:38,2.0,10.0,2.0,No
37,2026-03-25 13:13:19,2.0,10.0,3.0,No
37,2026-03-25 13:13:44,2.0,10.0,3.0,No
37,2026-03-25 13:14:30,2.0,11.0,2.0,No
37,2026-03-25 13:16:29,2.0,10.0,3.0,No
37,2026-03-25 13:17:48,2.0,10.0,3.0,No
37,2026-03-25 13:20:12,2.0,10.0,3.0,No
37,2026-03-25 13:23:46,2.0,10.0,3.0,No
37,2026-03-25 13:24:22,2.0,10.0,2.0,No
37,2026-03-25 13:25:29,3.0,10.0,2.0,No
37,2026-03-25 13:25:53,3.0,10.0,2.0,No
37,2026-03-25 13:26:55,2.0,10.0,3.0,No
37,2026-03-25 13:28:14,3.0,10.0,2.0,No
37,2026-03-25 13:28:29,0,0,0,Yes
37,2026-03-25 13:28:30,2.0,10.0,2.0,No
37,2026-03-25 13:28:47,2.0,10.0,2.0,No
37,2026-03-25 13:29:20,3.0,10.0,2.0,No
37,2026-03-25 13:29:43,3.0,10.0,2.0,No
37,2026-03-25 13:29:59,3.0,10.0,2.0,No
37,2026-03-25 13:30:35,3.0,10.0,2.0,No
37,2026-03-25 13:32:21,2.0,10.0,3.0,No
37,2026-03-25 13:35:32,3.0,10.0,2.0,No
37,2026-03-25 13:36:04,3.0,10.0,2.0,No
37,2026-03-25 13:36:22,3.0,10.0,2.0,No
37,2026-03-25 13:37:06,2.0,10.0,3.0,No
37,2026-03-25 13:39:31,2.0,10.0,3.0,No
37,2026-03-25 13:39:47,3.0,10.0,2.0,No
37,2026-03-25 13:40:29,3.0,10.0,2.0,No
37,2026-03-25 13:41:16,2.0,10.0,3.0,No
37,2026-03-25 13:41:57,3.0,10.0,2.0,No
37,2026-03-25 13:42:26,2.0,10.0,2.0,No
37,2026-03-25 13:42:53,2.0,10.0,2.0,No
37,2026-03-25 13:43:41,2.0,10.0,3.0,No
37,2026-03-25 13:44:05,3.0,10.0,0.0,No
37,2026-03-25 13:44:18,0,0,0,Yes
37,2026-03-25 13:44:57,3.0,10.0,2.0,No
37,2026-03-25 13:46:24,2.0,10.0,2.0,No
37,2026-03-25 13:48:04,3.0,10.0,2.0,No
37,2026-03-25 13:48:57,3.0,10.0,2.0,No
37,2026-03-25 13:49:12,0,0,0,Yes
37,2026-03-25 13:49:50,3.0,10.0,2.0,No
37,2026-03-25 13:50:37,2.0,10.0,3.0,No
37,2026-03-25 13:51:01,3.0,10.0,2.0,No
37,2026-03-25 14:00:12,2.0,11.0,2.0,No
37,2026-03-25 14:05:12,3.0,10.0,2.0,No
37,2026-03-25 14:05:45,2.0,10.0,3.0,No
37,2026-03-25 14:09:40,3.0,10.0,2.0,No
37,2026-03-25 14:10:37,3.0,10.0,2.0,No
37,2026-03-25 14:11:04,3.0,10.0,2.0,No
37,2026-03-25 14:11:35,2.0,10.0,3.0,No
37,2026-03-25 14:11:50,2.0,10.0,3.0,No
37,2026-03-25 14:12:14,3.0,10.0,2.0,No
37,2026-03-25 14:12:52,3.0,10.0,2.0,No
37,2026-03-25 14:13:23,3.0,10.0,2.0,No
37,2026-03-25 14:13:42,2.0,10.0,3.0,No
37,2026-03-25 14:14:02,2.0,10.0,1.0,No
37,2026-03-25 14:14:15,0,0,0,Yes
37,2026-03-25 14:14:32,3.0,10.0,2.0,No
37,2026-03-25 14:14:54,2.0,10.0,3.0,No
37,2026-03-25 14:15:13,3.0,10.0,2.0,No
37,2026-03-25 14:15:40,3.0,10.0,2.0,No
37,2026-03-25 14:16:03,2.0,10.0,3.0,No
37,2026-03-25 14:19:15,3.0,10.0,2.0,No
37,2026-03-25 14:20:01,2.0,10.0,2.0,No
37,2026-03-25 14:20:31,2.0,10.0,3.0,No
37,2026-03-25 14:22:51,2.0,10.0,3.0,No
37,2026-03-25 14:28:25,3.0,10.0,2.0,No
37,2026-03-25 14:32:03,2.0,10.0,3.0,No
37,2026-03-25 14:36:06,3.0,10.0,2.0,No
37,2026-03-25 14:39:43,2.0,10.0,3.0,No
37,2026-03-25 14:41:30,2.0,10.0,3.0,No
37,2026-03-25 14:43:14,3.0,10.0,2.0,No
37,2026-03-25 14:43:39,2.0,10.0,3.0,No
37,2026-03-25 14:45:42,3.0,10.0,2.0,No
37,2026-03-25 14:48:33,3.0,10.0,2.0,No
