Tag ID,Tag Time,Eject Time (s),Hold Time (s),Retract Time (s),Detected During Retract
0,2026-05-04 12:55:54,3.0,10.0,2.0,No
0,2026-05-04 12:56:09,0,0,0,Yes
0,2026-05-04 12:56:16,4.0,11.0,3.0,No
0,2026-05-04 12:56:52,4.0,10.0,4.0,No
0,2026-05-04 12:57:33,4.0,10.0,2.0,No
0,2026-05-04 12:57:49,0,0,0,Yes
0,2026-05-04 12:58:04,4.0,10.0,2.0,No
0,2026-05-04 12:58:20,0,0,0,Yes
0,2026-05-04 12:58:32,4.0,10.0,4.0,No
0,2026-05-04 12:59:20,3.0,10.0,0.0,No
0,2026-05-04 12:59:33,0,0,0,Yes
0,2026-05-04 13:01:29,4.0,10.0,3.0,No
0,2026-05-04 13:02:32,3.0,10.0,4.0,No
0,2026-05-04 13:02:58,4.0,10.0,4.0,No
0,2026-05-04 13:03:20,4.0,10.0,0.0,No
0,2026-05-04 13:03:34,0,0,0,Yes
0,2026-05-04 13:04:10,4.0,10.0,2.0,No
0,2026-05-04 13:04:26,0,0,0,Yes
0,2026-05-04 13:04:28,3.0,11.0,3.0,No
0,2026-05-04 13:07:12,2.0,10.0,3.0,No
0,2026-05-04 13:07:43,3.0,10.0,4.0,No
0,2026-05-04 13:11:03,3.0,10.0,4.0,No
0,2026-05-04 13:11:50,4.0,10.0,3.0,No
0,2026-05-04 13:12:08,4.0,10.0,4.0,No
0,2026-05-04 13:17:30,2.0,10.0,4.0,No
0,2026-05-04 13:18:09,3.0,10.0,4.0,No
0,2026-05-04 13:18:34,4.0,10.0,4.0,No
0,2026-05-04 13:18:57,3.0,10.0,4.0,No
0,2026-05-04 13:19:38,4.0,10.0,3.0,No
0,2026-05-04 13:20:59,4.0,10.0,4.0,No
0,2026-05-04 13:21:41,4.0,10.0,4.0,No
0,2026-05-04 13:22:15,4.0,10.0,4.0,No
0,2026-05-04 13:22:40,4.0,10.0,4.0,No
0,2026-05-04 13:24:27,2.0,10.0,0.0,No
0,2026-05-04 13:24:39,0,0,0,Yes
0,2026-05-04 13:25:53,1.0,10.0,0.0,No
0,2026-05-04 13:26:25,1.0,10.0,4.0,No
0,2026-05-04 13:29:48,1.0,10.0,4.0,No
0,2026-05-04 13:30:06,4.0,10.0,4.0,No
0,2026-05-04 13:30:58,4.0,10.0,4.0,No
0,2026-05-04 13:33:25,1.0,10.0,4.0,No
0,2026-05-04 13:34:16,3.0,10.0,4.0,No
0,2026-05-04 13:41:02,3.0,10.0,3.0,No
0,2026-05-04 13:41:30,4.0,10.0,3.0,No
0,2026-05-04 13:41:47,0,0,0,Yes
0,2026-05-04 13:41:48,3.0,10.0,1.0,No
0,2026-05-04 13:42:02,0,0,0,Yes
0,2026-05-04 13:42:05,4.0,10.0,4.0,No
0,2026-05-04 13:42:41,3.0,10.0,4.0,No
0,2026-05-04 13:43:09,3.0,10.0,1.0,No
0,2026-05-04 13:43:23,0,0,0,Yes
0,2026-05-04 13:51:11,2.0,10.0,4.0,No
0,2026-05-04 13:51:45,4.0,10.0,4.0,No
0,2026-05-04 13:52:43,3.0,10.0,3.0,No
0,2026-05-04 14:04:32,2.0,10.0,4.0,No
0,2026-05-04 14:06:57,1.0,10.0,1.0,No
0,2026-05-04 14:08:43,1.0,10.0,4.0,No
0,2026-05-04 14:10:06,3.0,10.0,4.0,No
0,2026-05-04 14:10:28,5.0,10.0,4.0,No
0,2026-05-04 14:10:53,4.0,10.0,4.0,No
0,2026-05-04 14:11:19,5.0,10.0,3.0,No
0,2026-05-04 14:15:36,4.0,10.0,4.0,No
0,2026-05-04 14:21:40,4.0,10.0,4.0,No
0,2026-05-04 14:22:09,5.0,10.0,4.0,No
0,2026-05-04 14:22:33,4.0,10.0,4.0,No
0,2026-05-04 14:23:01,5.0,10.0,4.0,No
0,2026-05-04 14:23:24,4.0,10.0,4.0,No
0,2026-05-04 14:23:44,4.0,10.0,4.0,No
0,2026-05-04 14:24:08,4.0,10.0,1.0,No
0,2026-05-04 14:24:23,0,0,0,Yes
0,2026-05-04 14:25:19,4.0,10.0,4.0,No
0,2026-05-04 14:27:15,4.0,10.0,1.0,No
0,2026-05-04 14:27:30,0,0,0,Yes
0,2026-05-04 14:27:53,4.0,10.0,4.0,No
0,2026-05-04 14:28:22,4.0,10.0,4.0,No
0,2026-05-04 14:28:56,4.0,10.0,2.0,No
0,2026-05-04 14:29:12,0,0,0,Yes
0,2026-05-04 14:30:06,4.0,10.0,4.0,No
0,2026-05-04 14:30:28,4.0,10.0,4.0,No
0,2026-05-04 14:30:49,5.0,10.0,3.0,No
0,2026-05-04 14:31:23,4.0,10.0,3.0,No
0,2026-05-04 14:31:40,0,0,0,Yes
0,2026-05-04 14:33:07,4.0,10.0,4.0,No
0,2026-05-04 14:34:10,3.0,11.0,3.0,No
0,2026-05-04 14:39:58,1.0,10.0,4.0,No
0,2026-05-04 14:40:16,4.0,10.0,4.0,No
0,2026-05-04 14:40:39,4.0,10.0,0.0,No
0,2026-05-04 14:42:51,1.0,10.0,4.0,No
0,2026-05-04 14:43:35,5.0,10.0,4.0,No
0,2026-05-04 14:45:39,1.0,11.0,4.0,No
0,2026-05-04 14:46:28,4.0,11.0,4.0,No
0,2026-05-04 14:47:12,4.0,10.0,4.0,No
0,2026-05-04 14:47:49,4.0,10.0,4.0,No
0,2026-05-04 14:52:25,1.0,10.0,4.0,No
0,2026-05-04 14:53:28,4.0,10.0,4.0,No
0,2026-05-04 14:58:48,2.0,10.0,4.0,No
0,2026-05-04 15:00:22,2.0,11.0,3.0,No
0,2026-05-04 15:00:38,0,0,0,Yes
0,2026-05-04 15:04:23,4.0,10.0,5.0,No
0,2026-05-04 15:05:19,4.0,10.0,5.0,No
0,2026-05-04 15:06:00,5.0,10.0,4.0,No
0,2026-05-04 15:06:31,5.0,10.0,4.0,No
0,2026-05-04 15:06:52,5.0,10.0,4.0,No
0,2026-05-04 15:07:23,5.0,10.0,4.0,No
0,2026-05-04 15:07:44,5.0,10.0,2.0,No
0,2026-05-04 15:08:01,0,0,0,Yes
0,2026-05-04 15:41:25,1.0,10.0,4.0,No
0,2026-05-04 15:42:53,4.0,10.0,5.0,No
0,2026-05-04 16:39:14,3.0,10.0,5.0,No
0,2026-05-04 16:39:50,5.0,10.0,4.0,No
0,2026-05-04 16:42:51,2.0,10.0,4.0,No
0,2026-05-04 16:49:40,2.0,10.0,5.0,No
0,2026-05-04 17:05:32,3.0,10.0,5.0,No
0,2026-05-04 17:06:24,4.0,10.0,0.0,No
0,2026-05-04 17:14:11,3.0,10.0,0.0,No
0,2026-05-04 17:38:11,1.0,10.0,1.0,No
0,2026-05-04 17:39:36,2.0,10.0,0.0,No
0,2026-05-04 18:04:34,2.0,10.0,0.0,No
0,2026-05-04 18:06:24,3.0,10.0,0.0,No
0,2026-05-04 18:39:01,2.0,10.0,4.0,No
0,2026-05-04 18:57:43,2.0,10.0,0.0,No
0,2026-05-04 19:29:45,1.0,10.0,0.0,No
0,2026-05-04 19:56:22,8.0,10.0,0.0,No
0,2026-05-04 19:57:07,1.0,10.0,0.0,No
0,2026-05-04 19:57:21,0.0,10.0,5.0,No
0,2026-05-04 20:07:02,1.0,10.0,0.0,No
0,2026-05-04 20:07:38,4.0,10.0,4.0,No
